portal	name
Smimuc2	Smittium_mucronatum_ALG-7-W6
SmicuMNP_2	Smittium_culicis_GSMNP
SmiculW2_1	Smittium_culicis_ID-206-W2
Morhum1	Mortierella_humilis_PMI_1414_v1.0
Myc59_1	Mycena_sp._CBHHK59/15_v1.0
Truan1	Truncatella_angustata_MPI-SDFR-AT-0073_v1.0
PhaeoFL0889_1	Phaeoacremonium_sp._FL0889_v1.0
Fusre1	Fusarium_redolens_MPI-CAGE-AT-0023_v1.0
Pyrly1	Pyrenochaeta_lycopersici_MPI-SDFR-AT-0127_v1.0
Tillet1	Tilletiopsis_sp._TKC30_v1.0
Spoumb1	Sporodiniella_umbellata_MES_1446_v1.0
Moeaph1	Moesziomyces_aphidis_DSM_70725
Pendec1	Penicillium_decumbens_IBT_11843
Pensol1	Penicillium_solitum_IBT_29525
Ustvir1	Ustilaginoidea_virens
Penvul1	Penicillium_vulpinum_IBT_29486
Pencop1	Penicillium_coprophilum_IBT_31321
Pennal1	Penicillium_nalgiovense_FM193
Suilu4	Suillus_luteus_UH-Slu-Lm8-n1_v3.0
Trias8904	Trichosporon_asahii_var._asahii_CBS_8904
Trias2479	Trichosporon_asahii_var._asahii_CBS_2479
Penpol1	Penicillium_polonicum_IBT_4502
Zymbr1	Zymoseptoria_brevis_Zb18110
Neodi1	Neonectria_ditissima_R09/05
Stely1	Stemphylium_lycopersici_CIDEFI-216
Pengri1	Penicillium_griseofulvum_PG3
Colto1	Colletotrichum_tofieldiae_0861
Byssp1	Byssochlamys_spectabilis_No._5
Fonnu1	Fonsecaea_nubica_CBS_269.64
Fonmo1	Fonsecaea_monophora_CBS_269.37
Aspbom1	Aspergillus_bombycis_NRRL_26010
MorGBAus27b_1	Mortierella_sp._GBAus27b_v1.0
Stael1	Stachybotrys_elegans_MPI-CAGE-CH-0235_v1.0
Neoirr1	Neolecta_irregularis_DAH-1_v1.0
Horwer1	Hortaea_werneckii_EXF-2000_M0_v1.0
Aspcri1	Aspergillus_cristatus_GZAAS20.1005
Pendig1	Penicillium_digitatum_Pd1
Antser1	Antrodia_serialis_Sig1Antser10_v1.0
Vuico1	Vuilleminia_comedens_VcCUCC2015_SSI3_v1.0
Phefer1	Phellinus_ferrugineofuscus_SpK3Phefer14_v1.0
Mychet1	Myceliophthora_heterothallica_CBS_202.75_v1.0
Thacu1	Thanatephorus_cucumeris_MPI-SDFR-AT-0096_v1.0
Phycpc1	Phyllosticta_sp._CPC_27913_v1.0
Mictri1	Microdochium_trichocladiopsis_MPI-CAGE-CH-0230_v1.0
Phy27169	Phyllosticta_paracitricarpa_CBS_141357_v1.0
PnitS609_1	Phycomyces_nitens_S609_v1.0
Rhoto_IFO0880_4	Rhodosporidium_toruloides_IFO0880_v4.0
PnitS607_1	Phycomyces_nitens_S607_v1.0
PnitS608_1	Phycomyces_nitens_S608_v1.0
Dicele1	Dichotomocladium_elegans_RSA_919-_v1.0
Mycros1	Mycena_rosella_CBHHK067_v1.0
Rusvin1	Russula_vinacea_BPL710_v1.0
Greab1	Gremmeniella_abietina_DAOM_170408_v1.0
Colac2	Colletotrichum_acutatum_CBS_112980_v2.0
Aspnom13137_1	Aspergillus_nomius_NRRL_13137
Aspuda1	Aspergillus_udagawae_IFM_46973
Aspcal1	Aspergillus_calidoustus
Sclsan1	Sclerophora_sanguinea_CBS100924_v1.0
Phycitr1	Phyllosticta_citricarpa_CBS_127454_v1.0
Colna1	Colletotrichum_navitas_CBS125086_v1.0
Didsa1	Didymocrea_sadasivanii_CBS_438.65_v1.0
Coespi1	Coemansia_spiralis_RSA_1278_v1.0
Kicala1	Kickxella_alabastrina_RSA_675_v1.0
Pilumb1	Pilobolus_umbonatus_NRRL_6349_v1.0
Mychae1	Mycena_haematopus_CBHHK189_v1.0
Rigmic1	Rigidoporus_microporus_ED310_v1.0
Alikh1	Aliquandostipite_khaoyaiensis_CBS_118232_v1.0
Ophnu1	Ophiostoma_novo-ulmi_subsp._novo-ulmi_H327
Rhives1	Rhizopogon_vesiculosus_Smith
Usthor1	Ustilago_hordei_Uh4857_4
Phycap1	Phyllosticta_capitalensis_CBS_128856_v1.0
Yarlip1	Yarrowia_lipolytica_FKP355_v1.0
LecAK0013_1	Lecythophora_sp._AK0013_v1.0
Muloch1	Multifurca_ochricompacta_BPL690_v1.0
Ruscom1	Russula_compacta_BPL669_v1.0
Tercla1	Terfezia_claveryi_T7_v1.0
Lacsub1	Lactifluus_cf._subvellereus_BPL653_v1.0
Mycrub1	Mycena_capillaripes_Frankland_9286_v1.0
Lobpul1	Lobaria_pulmonaria_Scotland_reference_genome_v1.0
Panpap1	Panaeolus_papilionaceus_CIRM-BRFM_715_v1.0
Vuicom1	Vuilleminia_comedens_VcCUCC2015_SSI6_v1.0
Pyccin1	Pycnoporus_cinnabarinus_CIRM-BRFM_50_v1.0
Clabul1	Cladorrhinum_bulbillosum_DJ3_v1.0
Phcitr1	Phyllosticta_citrichinaensis_CBS_130529_v1.0
Cytmel1	Cytidiella_melzeri_FP_102339_v1.0
Bissp1	Bisporella_sp._PMI_857_v1.0
Cunech1	Cunninghamella_echinulata_NRRL_1382_v1.0
Cokrec1	Cokeromyces_recurvatus_NRRL_2243_v1.0
Exoalc1_J33	Exophiala_alcalophila_J33_v1.0
Pilano1	Pilaira_anomala_RSA1997_v1.0
Rhoglu1	Rhodotorula_glutinis_v1.0
RhodotJ31_1	Rhodotorula_sp._J31_v1.0
Rhoto_ATCC26217_1	Rhodosporidium_toruloides_ATCC26217_v1.0
Rhomuc1	Rhodotorula_mucilaginosa_ATCC58901_v1.0
Cirumb1	Circinella_umbellata_NRRL1351_v1.0
Exoalc1	Exophiala_alcalophila_ATCC_48519_v1.0
Fenlin1	Fennellomyces_sp._T-0311_v1.0
Chylag1	Chytridium_lagenaria_Arg66_v1.0
Irplac1	Irpex_lacteus_CCBAS_Fr._238_617/93_v1.0
Phcit1	Phyllosticta_citribraziliensis_CBS_100098_v1.0
Colhig2	Colletotrichum_higginsianum_IMI_349063
Colce1	Colletotrichum_cereale_CBS_129662_v1.0
Trihyb1	Trichophaea_hybrida_UTF0779_v1.0
Synfus1	Syncephalis_fuscata_S228_v1.0
Clibor1	Climacocystis_borealis_CliBor001_v1.0
Gilper1	Gilbertella_persicaria_var._persicaria_CBS_190.32-T_v1.0
Pilidi1	Coniella_lustricola_B22-T-1_v1.0
Cligib1	Clitocybe_gibba_IJFM_A808_v1.0
Enthel1	Entophlyctis_helioformis_JEL805_v1.0
Radspe1	Radiomyces_spectabilis_NRRL_2753_v1.0
Spifus1	Spinellus_fusiger_NRRL_22323_v1.0
Pensub1	Penicillium_subrubescens_FBCC1632_/_CBS132785
EndpusZ1	Endocarpon_pusillum_Z07020
Aspuva1	Aspergillus_uvarum_CBS_121591_v1.0
Asphom1	Aspergillus_homomorphus_CBS_101889_v1.0
Aspfij1	Aspergillus_fijiensis_CBS_313.89_v1.0
Aspibe1	Aspergillus_ibericus_CBS_121593_v1.0
Aspacu1	Aspergillus_aculeatinus_CBS_121060_v1.0
Aspvad1	Aspergillus_vadensis_CBS_113365_v1.0
Aspvio1	Aspergillus_violaceofuscus_CBS_115571_v1.0
Aspeuc1	Aspergillus_eucalypticola_CBS_122712_v1.0
Asphet1	Aspergillus_heteromorphus_CBS_117.55_v1.0
Lacvol1	Lactifluus_cf._volemus_BPL652_v1.0
Aspcos1	Aspergillus_costaricaensis_CBS_115574_v1.0
Rusbre1	Russula_brevipes_BPL707_v1.0
Aspscle1	Aspergillus_sclerotiicarbonarius_CBS_121057_v1.0
XylPMI506	Xylariales_sp._PMI_506_v1.0
Aspbru1	Aspergillus_brunneoviolaceus_CBS_621.78_v1.0
Aspscl1	Aspergillus_sclerotioniger_CBS115572_v1.0
Aspjap1	Aspergillus_japonicus_CBS_114.51_v1.0
Aspneo1	Aspergillus_neoniger_CBS_115656_v1.0
Aspell1	Aspergillus_ellipticus_CBS_707.79_v1.0
Hymvar1	Hymenoscyphus_varicosporoides_PMI_453_v1.0
Aspsac1	Aspergillus_saccharolyticus_JOP_1030-1_v1.0
Tragib1	Trametes_gibbosa_CIRM-BRFM_1770_v1.0
Asppip1	Aspergillus_piperis_CBS_112811_v1.0
Aspind1	Aspergillus_indologenus_CBS_114.80_v1.0
Spalat1	Sparassis_latifolia_CCMJ1100_v1.0
Rusrug1	Russula_rugulosa_BPL654_v1.0
Crypo1	Cryptodiaporthe_populea_CFL2025_v1.0
Bisnum1	Biscogniauxia_nummularia_v1.0
Asplac1	Aspergillus_niger_(lacticoffeatus)_CBS_101883_v1.0
MarPMI226	Mariannaea_sp._PMI_226_v1.0
Talpro1	Talaromyces_proteolyticus_PMI_201_v1.0
Ilyrob1	Ilyonectria_robusta_PMI_751_v1.0
Lycper1	Lycoperdon_perlatum_FP-102459-T_v1.0
Gymear1	Gymnopus_earleae_GB-263.02_v1.0
Entma1	Entoleuca_mammata_CFL468_v1.0
Cysmur1	Cystostereum_murrayi_CysMur001_v1.0
Gaesem1	Gaertneriomyces_semiglobifer_Barr_43_v1.0
Umbsp_AD052_1	Umbelopsis_sp._nov._AD052_v1.0
Chytri1	Chytriomyces_sp._MP_71_v1.0
Blabri1	Blastocladiella_britannica_v1.0
Synplu1	Syncephalis_plumigaleata_NRRL_S24_v1.0
Rusdis1	Russula_dissimulans_BPL704_v1.0
Glocon1	Gloeopeniophorella_convolvens_OM19405_v1.0
Cocba1	Coccodinium_bartschii_CBS_121709_v1.0
Masph1	Massariosphaeria_phaeospora_CBS_611.86_v1.0
Delst1	Delphinella_strobiligena_CBS_735.71_v1.0
Lodelo1	Lodderomyces_elongisporus_NRRL_YB-4239
Metro1	Metarhizium_robertsii_ARSEF_23
Micld1	Microbotryum_lychnidis-dioicae_p1A1_Lamole
Canalb1	Candida_albicans_SC5314
Color1	Colletotrichum_orchidophilum_IMI_309357
Ogapa1	Ogataea_parapolymorpha_DL-1
Morve1	Mortierella_verticillata_NRRL_6337
Parbra1	Paracoccidioides_brasiliensis_Pb18
Pursp1	Purpureocillium_sp._UdeA0106_v1.0
Mormul1	Mortierella_multidivaricata_RSA_2152_T_v1.0
Phaart1	Phascolomyces_articulosus_v1.0
Scysp1_1	Scytinostroma_sp._KUC9335_v1.0
Phoaln1	Pholiota_alnicola_AH_47727_v1.0
Kocim1	Kockovaella_imperatae_NRRL_Y-17943_v1.0
Auramp1	Auriculariopsis_ampla_NL-1724_v1.0
Lopnu1	Lophiotrema_nucula_CBS_627.86_v1.0
Mycgal1	Mycena_galopus_ATCC-62051_v1.0
Glopol1	Globomyces_pollinis-pini_Arg68_v1.0
Chlpad1	Absidia_padenii_NRRL_2977_v1.0
Kircor1	Mucor_cordense_RSA_1222_v1.0
Gonbut1	Gongronella_butleri_v1.0
Panst_LUM_1_1	Panellus_stipticus_LUM_v1.0
Wicdo1	Wickerhamiella_domercqiae_NRRL_Y-6692_v1.0
Meygui1	Meyerozyma_guilliermondii_ATCC_6260
Conap1	Coniosporium_apollinis_CBS_100218
Capse1	Capronia_semiimmersa_CBS27337
Claim1	Cladophialophora_immunda_CBS83496
Fonpe1	Fonsecaea_pedrosoi_CBS_271.37
Fonmu1	Fonsecaea_multimorphosa_CBS_102226
Capcor1	Capronia_coronata_CBS_617.96
Claca1	Cladophialophora_carrionii_CBS_160.54
Verga1	Verruconis_gallopava
Claba1	Cladophialophora_bantiana_CBS_173.52
Cypeu1	Cyphellophora_europaea_CBS_101466
Capep1	Capronia_epimyces_CBS_606.96
Claye1	Cladophialophora_yegresii_CBS_114405
Claps1	Cladophialophora_psammophila_CBS_110553
Exosp1	Exophiala_spinifera_CBS89968
Exosi1	Exophiala_sideris_CBS121828
Exool1	Exophiala_oligosperma_CBS72588
Exoxe1	Exophiala_xenobiotica_CBS118157
Exome1	Exophiala_mesophila_CBS40295
Exoaq1	Exophiala_aquamarina_CBS_119918
Colph1	Colletotrichum_phormii_CBS102054_v1.0
Exode1	Exophiala_dermatitidis_UT8656
Kurca1	Kuraishia_capsulata_CBS_1993
Gymjun1	Gymnopilus_junonius_AH_44721_v1.0
Porchr1	Porodaedalea_chrysoloma_FP-135951_v1.0
Zycmex1	Zychaea_mexicana_RSA_1403_v1.0
Catan2	Catenaria_anguillulae_PL171_v2.0
Neosp1	Neocallimastix_californiae_G1_v1.0
Anasp1	Anaeromyces_robustus_v1.0
Pirfi3	Piromyces_finnis_v3.0
HypEC38_3	Hypoxylon_sp._EC38_v3.0
Cyastr2	Cyathus_striatus_AH_40144_v1.0
Liccor1	Lichtheimia_corymbifera_JMRC:FSU:9682
Tubbor1	Tuber_borchii_Tbo3840_v1.0
Oudmuc1	Oudemansiella_mucida_CBS_558.79_v1.0
Xenvag1	Xenasmatella_vaga_CBS212.54_v1.0
Mycafr1	Mycotypha_africana_NRRL_2978_v1.0
Zyghet1	Mucor_heterogamus_NRRL_1489_v1.0
Sclhys1_1	Sclerogaster_hysterangioides_SCL2.BST_v1.0
Lacqui1	Lactarius_quietus_S23C_v1.0
Bolvit1	Bolbitius_vitellinus_SZMC-NL-1974_v1.0
Pornie1_2	Porodaedalea_niemelaei_PN71-100-IP13_v1.0
Hydfim1	Hydnopolyporus_fimbriatus_CBS384.51_v1.0
Anobom1	Anomoporia_bombycina_ATCC_64506_v1.0
Xylhyp1	Xylaria_hypoxylon_OSC100004_v1.0
Gaumor1_1	Gautieria_morchelliformis_GMNE.BST_v1.0
Ricfib1	Rickenella_fibula_HBK330-10_v1.0
Sirint1	Sirobasidium_intermedium_CBS7805_v1.0
Cercer1	Cerinomyces_ceraceus_ATCC_56525_v1.0
Mrafri1	Mrakia_frigida_ATCC_22029_v1.0
Sugame1	Sugiyamaella_americana_NRRL_YB-2067_v1.0
Melap1finSC_191	Melampsora_allii-populina_12AY07_v1.0
Spipu1	Spizellomyces_punctatus_DAOM_BR117
Allma1	Allomyces_macrogynus_ATCC_38327
Puctr1	Puccinia_triticina_1-1_BBBD_Race_1
Blade1	Blastomyces_dermatitidis_SLH14081
Chicu1	Chionosphaera_cuniculicola_CBS10063__v1.0
Collu1	Colletotrichum_lupini_CBS_109225_v1.0
Mellp2_3	Melampsora_larici-populina_v2.0
Thest1	Thelebolus_stercoreus
Calor1	Caliciopsis_orientalis
Proin1	Protomyces_inouyei
Spafl1	Spathularia_flavida
Pseel1	Pseudographis_elatina
Calpu1	Calosphaeria_pulchella
Ophpi1	Ophiostoma_piliferum
Usnflo1	Usnea_florida_ATCC18376_v1.0
Clalu1_2	Clavispora_lusitaniae_ATCC_42720
Rhobut1_1	Rhodocollybia_butyracea_AH_40177_v1.0
Melen1	Melanotaenium_endogenum_CBS481.91_v1.0
Colgo1	Colletotrichum_godetiae_CBS_193.32_v1.0
Calful1	Caloscypha_fulgens_ATCC_42695_v1.0
Plemel1	Plectania_melastoma_CBS_918.72_v1.0
Gyresc1	Gyromitra_esculenta_CBS101906_v1.0
Felpe1	Fellomyces_penicillatus_Phaff54-35_v1.0
Horac1	Hortaea_acidophila_CBS_113389_v1.0
Linrh1	Lineolata_rhizophorae_ATCC_16933_v1.0
Khuory1	Khuskia_oryzae_ATCC_28132_v1.0
Lobtra1	Lobosporangium_transversale_NRRL_3116_v1.0
Blatri1	Blakeslea_trispora_NRRL_2456_v1.0
Bulin1	Bulgaria_inquinans_CBS118.31_v1.0
Lorma1	Loramyces_macrosporus_CBS235.53_v1.0
Pseve2	Pseudomassariella_vexata_CBS_129021_v1.0
PhaPMI808	Phaeosphaeriaceae_sp._PMI_808_v1.0
Cananz1	Cantharellus_anzutake_C23_v1.0
Pycpun1	Pycnoporus_puniceus_CIRM-BRFM_1868_v1.0
Aciaci1	Acidothrix_acidophila_CBS_136259_v1.0
Triasp1	Trichoderma_asperelloides_TR356_v1.0
Trihar1	Trichoderma_harzianum_TR274_v1.0
Artele1122_1	Artolenzites_elegans_CIRM-BRFM_1122_v1.0
Synrac1	Syncephalastrum_racemosum_NRRL_2496_v1.0
Varmin1	Vararia_minispora_EC-137_v1.0
Hymrad1	Hymenopellis_radicata_IJFM_A160_v1.0
Cloaq1	Clohesyomyces_aquaticus_v1.0
Cryte1	Cryptococcus_terricola_JCM_24523_v1.0
Thaele1	Thamnidium_elegans_v1.0
Parpar1	Parasitella_parasitica_v1.0
Tilalb1	Tilletiopsis_albescens_v1.0
Absrep1	Absidia_repens_NRRL_1336_v1.0
Trigue1	Trichosporon_guehoae_v1.0
Colsa1	Colletotrichum_salicis_CBS607.94
Colsi1	Colletotrichum_simmondsii_CBS122122
Colny1	Colletotrichum_nymphaeae_SA-01
Spola1	Sporopachydermia_lactativora_Phaff_68-199_v1.0
Suipic1	Suillus_spraguei_EM44_v1.0
Leucr1	Leucosporidiella_creatinivora_UCDFST_62-1032_v1.0
Spopa1	Sporidiobolus_pararoseus_UCDFST_68-350_v1.0
Crywi1	Filobasidium_wieringae_UCDFST_05-544_v1.0
Treen1	Naematelia_encephela_UCDFST_68-887.2_v1.0
Prola1	Protomyces_lactucaedebilis_12-1054_v1.0
Ampqui1	Ampelomyces_quisqualis_HMLAC05119_v1.0
Rhoto_IFO0880_2	Rhodosporidium_toruloides_IFO0880_v2.0
Crycu1	Cryptococcus_curvatus_ATCC_20509_v1.0
Colfi1	Colletotrichum_fioriniae_PJ7
Phocon1	Pholiota_conissans_CIRM-BRFM_674_v1.0
Agrped1	Agrocybe_pediades_AH_40210_v1.0
Rhihy1	Rhizoclosmatium_globosum_JEL800_v1.0
Podcur1	Podospora_curvicolla_TEP21a_v1.0
Dicsqu464_1	Dichomitus_squalens_CBS464.89_v1.0
Dicsqu18370_1	Dichomitus_squalens_OM18370.1_v1.0
Conol1	Coniophora_olivacea_MUCL_20566_v1.0
Cocst1	Coccomyces_strobi_CBS_202.91_v1.0
Dicsqu463_1	Dichomitus_squalens_CBS463.89_v1.0
Elsamp1	Elsinoe_ampelina_CECT_20119_v1.0
Ricmel1	Rickenella_mellea_v1.0_(SZMC22713)
Morel2	Mortierella_elongata_AG-77_v2.0
Didma1	Didymella_zeae-maydis_3018
Crula1	Crucibulum_laeve_CBS_166.37_v1.0
Paxru2	Paxillus_adelphus_Ve08.2h10_v2.0
Ptegra1	Pterula_gracilis_CBS309.79_v1.0
Penth1	Penicillium_thymicola_DAOMC_180753_v1.0
Fibin1	Fibulobasidium_inconspicuum_Phaff89-39_v1.0
Kalpfe1	Kalaharituber_pfeilii_F3_v1.0
Suiame1	Suillus_americanus_EM31_v1.0
Crevar1	Crepidotus_variabilis_CBS_506.95_v1.0
Lepnud1	Lepista_nuda_CBS_247.69_v1.0
Copscl1	Coprinopsis_sclerotiger_v1.0
Coppel1	Coprinellus_pellucidus_v1.0
Leptod1	Leptodontium_sp._PMI_412_v1.0
Copmar1	Coprinopsis_marcescibilis_CBS121175_v1.0
Plucer1	Pluteus_cervinus_NL-1719_v1.0
Artfe1_2	Arthroascus_fermentans_17710_v1.0
Micbo1	Microdochium_bolleyi_J235TASD1_v1.0
Zyghe1_2	Zygoascus_hellenicus_Y-7136_v1.0
Densp1	Dentipellis_sp._KUC8613_v1.0
Suibr2	Suillus_brevipes_Sb2_v2.0
Copmic2	Coprinellus_micaceus_FP101781_v2.0
Rhoto_IFO0559_1	Rhodosporidium_toruloides_IFO0559_1
Linpe1	Linderina_pennispora_ATCC_12442_v1.0
Armost1	Armillaria_solidipes_28-4_v1.0
Basme2finSC	Basidiobolus_meristosporus_CBS_931.73_v1.0
Suidec1	Suillus_decipiens_EM49_v1.0
Lacam2	Laccaria_amethystina_LaAM-08-1_v2.0
Sebvebe1	Serendipita_vermifera_ssp._bescii_NFPB0129_v1.0
Phach1	Phaeomoniella_chlamydospora_UCRPC4
Dipse1	Diplodia_seriata_DS831
Diaam1	Diaporthe_ampelina_UCDDA912
Morimp1	Morchella_importuna_SCYDJ1-A1_v1.0
Helsul1	Heliocybe_sulcata_OMC1185_v1.0
Lenvul1	Lentinellus_vulpinus_AHS73672-sp_v1.0
Mereb1	Meredithblackwellia_eburnea_MCA_4105_v1.0
Naose1	Naohidea_sebacea_CBS_8477_(P95)_v1.0
Pleery1	Pleurotus_eryngii_ATCC_90797_v1.0
Micmi1	Microthyrium_microscopicum_CBS_115976_v1.0
Pucgr2	Puccinia_graminis_f._sp._tritici_v2.0
Lizem1	Lizonia_empirigonia_CBS_542.76_v1.0
Fusox2	Fusarium_oxysporum_f._sp._lycopersici_4287_v2
Fusve2	Fusarium_verticillioides_7600_v2
Magpo1	Magnaporthiopsis_poae_ATCC_64411
Suigr1	Suillus_weaverae_EM37_v1.0
CerAGI	Ceratobasidium_sp._anastomosis_group_I_DN8442_v1.0
Rhimi_ATCC11559_1	Rhizopus_microsporus_ATCC11559_v1.0
Rutfi1	Rutstroemia_firma_CBS_115.86_v1.0
Trace1	Trametopsis_cervina_CIRM-BRFM_1824_v1.0
Corma2	Corollospora_maritima_CBS_119819_v2.0
Colca1	Colletotrichum_caudatum_CBS131602_v1.0
Setho1	Setomelanomma_holmii_CBS_110217_v1.0
Plecu1	Plectosphaerella_cucumerina_DS2psM2a2_v1.0
Melti1	Melanospora_tiffanyae_F1KG0001_v1.0
Torra1	Torpedospora_radiata_JK5252C_v1.0
Myche1	Myceliophthora_heterothallica_CBS_203.75_v1.0
Rhili1	Rhizodiscina_lignyota_CBS_133067_v1.0
Decga1	Decorospora_gaudefroyi_v1.0
Polbr1	Polyporus_brumalis_BRFM_1820_v1.0
Lopni1	Peniophora_sp._CONTA_v1.0
Lolmi1	Lollipopaia_minuta_P26_CBS_116597_v1.0
Onnsc1	Onnia_scaura_P-53A_v1.0
Paxam1	Paxillus_ammoniavirescens_Pou09.2_v1.0
Suihi1	Suillus_hirtellus_EM16_v1.0
Sepsp1	Septobasidium_sp._PNB30-8B_v1.0
Thega1	Thelephora_ganbajun_P2_v1.0
Xerba1	Xerocomus_badius_84.06_v1.0
Hydru2	Hydnum_rufescens_UP504_v2.0
Hyabl1	Hyalopycnis_blepharistoma_ATCC_48560_v1.0
Symat1	Sympodiomyces_attinorum_NRRL_Y-27639_v1.0
Cersp1	Ceraceosorus_guamensis_MCA_4658_v1.0
Acain1	Acaromyces_ingoldii_MCA_4198_v1.0
Rhimi_ATCC52814_1	Rhizopus_microsporus_var._microsporus_ATCC52814_v1.0
Acema1	Acephala_macrosclerotiorum_EW76-UTF0540_v1.0
Mutel1	Mutinus_elegans_ME.BST_v1.0
Cloro1	Clonostachys_rosea_CBS125111_v1.0
Sarco1	Sarcoscypha_coccinea_ATCC_58028_v1.0
Traci1	Trametes_cingulata_BRFM_1805_v1.0
Venpi1	Venturia_pirina
Basun1	Basidioascus_undulatus
Phisc1	Phialocephala_scopiformis_5WS22E1_v1.0
Lorju1	Loramyces_juncicola_46458_v1.0
Chiap1	Chionosphaera_apobasidialis_52639_v1.0
Trich1	Trichosporon_chiarellii_MYA-4694_v1.0
Bimnz1	Bimuria_novae-zelandiae_CBS_107.79_v1.0
Ashgo1_1	Eremothecium_gossypii_ATCC_10895
Melli1	Melampsora_lini_CH5
Tripe1	Trichomonascus_petasosporus_NRRL_YB-2093_v1.0
Themi1	Thelebolus_microsporus_ATCC_90970_v1.0
Colsu1	Colletotrichum_sublineola_CBS_131301_v1.0
Parsp1	Paraconiothyrium_sporulosum_AP3s5-JAC2a_v1.0
Colzo1	Colletotrichum_zoysiae_MAFF235873_v1.0
Colso1	Colletotrichum_somersetensis_CBS_131599_v1.0
Pyrsp1	Pyrenochaeta_sp._DS3sAY3a_v1.0
Coler1	Colletotrichum_eremochloae_CBS129661_v1.0
Erebi1	Eremomyces_bilateralis_CBS_781.70_v1.0
Mytre1	Mytilinidion_resinicola_CBS_304.34_v1.0
Colfa1	Colletotrichum_falcatum_MAFF306170_v1.0
Cepfr1_1	Cephaloascus_fragrans_12-1022_v1.0
Arxad1	Blastobotrys_(Arxula)_adeninivorans
Rhodsp1	Pseudomicrostroma_glucosiphilum_gen_et_sp._nov._MCA_4718_v1.0
Cepal1_1	Cephaloascus_albidus_ATCC_66658_v1.0
Glost2	Glonium_stellatum_CBS_207.34_v1.0
Xanpa2	Xanthoria_parietina_46-1-SA22_v1.1
Kazaf1	Kazachstania_africana_CBS_2517
Torde1	Torulaspora_delbrueckii_CBS_1146
Zygro1	Zygosaccharomyces_rouxii_CBS732
Rhoto1	Rhodosporidium_toruloides_NP11
Trigu1	Trinosporium_guianense_CBS132537_v1.0
Ustsp1	Violaceomyces_palustris_SA_807_v1.0
Marfi1	Marasmius_fiardii_PR-910_v1.0
Meimi1	Meira_miltonrushii_MCA_3882_v1.0
Jamsp1	Jaminaea_sp._MCA_5214_v1.0
Ascni1	Ascodesmis_nigricans_CBS_389.68_v1.0
Tilwa1	Tilletiopsis_washingtonensis_MCA_4186_v1.0
Tescy1	Testicularia_cyperi_MCA_3645_v1.0
Panru1	Panus_rudis_PR-1116_ss-1_v1.0
Terbo2	Terfezia_boudieri_ATCC_MYA-4762_v1.1
Perma1	Periconia_macrospinosa_DSE2036_v1.0
Rhyru1_1	Rhytidhysteron_rufulum
Hyspu1_1	Hysterium_pulicare
Botdo1_1	Botryosphaeria_dothidea
Leugo1_1	Leucoagaricus_gongylophorus_Ac12
Orpsp1_1	Orpinomyces_sp.
Linin1	Lindgomyces_ingoldianus_ATCC_200398_v1.0
Stagr1	Stanjemonium_grisellum_CBS_655.79_v1.0
Venin1	Venturia_inaequalis
Valla1	Valetoniellopsis_laxa_CBS_191.97_v1.0
Leisp1	Leiotrametes_sp_BRFM_1775_v1.0
Mictr1	Microascus_trigonosporus_CBS_218.31_v1.0
Myrin1	Myrothecium_inundatum_CBS_120646_v1.0
Nieex1	Niesslia_exilis_CBS_358.70_v1.0
Tribi1	Trichodelitschia_bisporula_CBS_262.69_v1.0
Armga1	Armillaria_gallica_21-2_v1.0
Acrst1	Acremonium_strictum_DS1bioAY4a_v1.0
Stasp1	Stagonospora_sp._SRC1lsM3a_v1.0
Eryha1	Erythrobasidium_hasegawianum_ATCC_9536_v1.0
Altal1	Alternaria_alternata_SRC1lrK2f_v1.0
Maseb1	Massarina_eburnea_CBS_473.64_v1.0
Aspoch1	Aspergillus_ochraceoroseus_IBT_24754_v1.0
Aspni_bvT_1	Aspergillus_niger_van_Tieghem_ATCC_13496_v1.0
Aspcam1	Aspergillus_campestris_IBT_28561_v1.0
Aspnov1	Aspergillus_novofumigatus_IBT_16806_v1.0
Aspste1	Aspergillus_steynii_IBT_23096_v1.0
Aspph1	Aspergillus_niger_(phoenicis_Corda)_Thom_ATCC_13157_v1.0
Rambr1	Ramicandelaber_brevisporus_CBS_109374_v1.0
Rhisa1	Rhizopogon_salebrosus_TDB-379_v1.0
Conth1	Conidiobolus_thromboides_FSU_785_v1.0
Marpt1	Martensiomyces_pterosporus_CBS_209.56_v1.0
Rhier1	Rhizoscyphus_ericae_UAMH_7357_v1.0
Marbr1	Marssonina_brunnea_f._sp._multigermtubi_MB_m1
Ternu1	Teratosphaeria_nubilosa_CBS_116005_v1.0
Zymps1	Zymoseptoria_pseudotritici_STIR04_2.2.1
Zymar1	Zymoseptoria_ardabiliae_STIR04_1.1.1
Phycit1	Phyllosticta_citriasiana_CBS_120486_v1.0
Psehy1	Pseudovirgaria_hyperparasitica_CBS_121739_v1.0
Clael1	Clathrospora_elynae_CBS_161.51_v1.0
Totfu1	Tothia_fuscella_CBS_130266_v1.0
Aurvu1	Auriscalpium_vulgare_FP105234-Sp_v1.0
Polfu1	Polyplosphaeria_fusca_CBS_125425_v1.0
Veren1	Verruculina_enalia_CBS_304.66_v1.0
Elmca1	Aporpium_caryae_L-13461
Armme1_1	Armillaria_mellea_DSM_3731
Neucr_trp3_1	Neurospora_crassa_FGSC_73_trp-3_v1.0
Gyman1	Gymnopus_androsaceus_JB14_v1.0
