NAME,GENUS,SPECIES,STRAIN,TAXONOMY
Cadophora_sp_dse1049,Cadophora,sp,dse1049,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;;genus:Cadophora
Stachybotrys_chartarum_ibt_40293,Stachybotrys,chartarum,ibt_40293,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Stachybotryaceae;genus:Stachybotrys
Scheffersomyces_stipitis_cbs_6054,Scheffersomyces,stipitis,cbs_6054,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Scheffersomyces
Nematocida_sp_ertm5,Nematocida,sp,ertm5,phylum:Microsporidia;;;;;genus:Nematocida
Saccharomyces_cerevisiae_yjm1615,Saccharomyces,cerevisiae,yjm1615,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Periconia_macrospinosa,Periconia,macrospinosa,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Periconiaceae;genus:Periconia
Tuber_borchii,Tuber,borchii,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Pezizomycetes;;family:Tuberaceae;genus:Tuber
Trichoderma_virens,Trichoderma,virens,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Hypocreaceae;genus:Trichoderma
Torrubiella_hemipterigena,Torrubiella,hemipterigena,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Clavicipitaceae;genus:Torrubiella
Rasamsonia_emersonii_cbs_393_64,Rasamsonia,emersonii,cbs_393_64,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Trichocomaceae;genus:Rasamsonia
Candida_albicans_p60002,Candida,albicans,p60002,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Lomentospora_prolificans,Lomentospora,prolificans,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Microascaceae;genus:Lomentospora
Cryptococcus_neoformans_var_grubii_a5_35_17,Cryptococcus,neoformans,var_grubii_a5_35_17,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Cyberlindnera_jadinii_nrrl_y_1542,Cyberlindnera,jadinii,nrrl_y_1542,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Phaffomycetaceae;genus:Cyberlindnera
Metschnikowia_bicuspidata_var_bicuspidata_nrrl_yb_4993,Metschnikowia,bicuspidata,var_bicuspidata_nrrl_yb_4993,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Metschnikowiaceae;genus:Metschnikowia
Hypoxylon_sp_co27_5,Hypoxylon,sp,co27_5,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Xylariomycetidae;family:Hypoxylaceae;genus:Hypoxylon
Fusarium_pseudograminearum,Fusarium,pseudograminearum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Leucosporidium_creatinivorum,Leucosporidium,creatinivorum,,phylum:Basidiomycota;subphylum:Pucciniomycotina;class:Microbotryomycetes;;family:Leucosporidiaceae;genus:Leucosporidium
Cordyceps_confragosa,Cordyceps,confragosa,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Cordycipitaceae;genus:Akanthomyces
Phaeoacremonium_minimum_ucrpa7,Phaeoacremonium,minimum,ucrpa7,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Sordariomycetidae;family:Togniniaceae;genus:Phaeoacremonium
Saccharomyces_cerevisiae_yjm978,Saccharomyces,cerevisiae,yjm978,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Microdochium_bolleyi,Microdochium,bolleyi,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Xylariomycetidae;family:Microdochiaceae;genus:Microdochium
Pyrenochaeta_sp_ds3say3a,Pyrenochaeta,sp,ds3say3a,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Cucurbitariaceae;genus:Pyrenochaeta
Cyberlindnera_fabianii,Cyberlindnera,fabianii,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Phaffomycetaceae;genus:Cyberlindnera
Saccharomyces_cerevisiae_yjm1418,Saccharomyces,cerevisiae,yjm1418,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Pseudogymnoascus_sp_vkm_f_4518_fw_2643_,Pseudogymnoascus,sp,vkm_f_4518_fw_2643_,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Pseudeurotiaceae;genus:Pseudogymnoascus
Wickerhamomyces_anomalus_nrrl_y_366_8,Wickerhamomyces,anomalus,nrrl_y_366_8,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Phaffomycetaceae;genus:Wickerhamomyces
Kwoniella_mangroviensis_cbs_8886,Kwoniella,mangroviensis,cbs_8886,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Kwoniella
Saccharomyces_cerevisiae_yjm975,Saccharomyces,cerevisiae,yjm975,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Rhizopogon_vinicolor_am_or11_026,Rhizopogon,vinicolor,am_or11_026,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Rhizopogonaceae;genus:Rhizopogon
Endocarpon_pusillum_z07020,Endocarpon,pusillum,z07020,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Verrucariaceae;genus:Endocarpon
Aspergillus_clavatus,Aspergillus,clavatus,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Millerozyma_farinosa_cbs_7064,Millerozyma,farinosa,cbs_7064,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Millerozyma
candida_glabrata,candida,glabrata,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Nakaseomyces
Trichoderma_reesei_rut_c_30,Trichoderma,reesei,rut_c_30,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Hypocreaceae;genus:Trichoderma
Fusarium_oxysporum,Fusarium,oxysporum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Zygosaccharomyces_bailii,Zygosaccharomyces,bailii,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Zygosaccharomyces
Chaetomium_globosum_cbs_148_51,Chaetomium,globosum,cbs_148_51,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Sordariomycetidae;family:Chaetomiaceae;genus:Chaetomium
Aspergillus_nidulans_fgsc_a4,Aspergillus,nidulans,fgsc_a4,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Kluyveromyces_lactis,Kluyveromyces,lactis,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Kluyveromyces
Aspergillus_ellipticus_cbs_707_79,Aspergillus,ellipticus,cbs_707_79,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Emmonsia_parva,Emmonsia,parva,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Ajellomycetaceae;genus:Blastomyces
Gonapodya_prolifera_jel478,Gonapodya,prolifera,jel478,phylum:Chytridiomycota;;class:Monoblepharidomycetes;;family:Gonapodyaceae;genus:Gonapodya
Ustilago_bromivora,Ustilago,bromivora,,phylum:Basidiomycota;subphylum:Ustilaginomycotina;class:Ustilaginomycetes;;family:Ustilaginaceae;genus:Ustilago
Komagataella_phaffii_cbs_7435,Komagataella,phaffii,cbs_7435,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Phaffomycetaceae;genus:Komagataella
Saccharomyces_cerevisiae_yjm1479,Saccharomyces,cerevisiae,yjm1479,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Coccidioides_immitis_rs,Coccidioides,immitis,rs,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;;genus:Coccidioides
Aspergillus_violaceofuscus_cbs_115571,Aspergillus,violaceofuscus,cbs_115571,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Rhynchosporium_secalis,Rhynchosporium,secalis,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;;genus:Rhynchosporium
Paracoccidioides_sp_lutzii_pb01,Paracoccidioides,sp,lutzii_pb01,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;;genus:Paracoccidioides
Neonectria_ditissima,Neonectria,ditissima,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Neonectria
Rhizopus_delemar_ra_99_880,Rhizopus,delemar,ra_99_880,phylum:Mucoromycota;subphylum:Mucoromycotina;class:Mucoromycetes;;family:Rhizopodaceae;genus:Rhizopus
Kuraishia_capsulata_cbs_1993,Kuraishia,capsulata,cbs_1993,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;;genus:Kuraishia
Lachancea_fermentati,Lachancea,fermentati,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Lachancea
Fonsecaea_multimorphosa_cbs_102226,Fonsecaea,multimorphosa,cbs_102226,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Herpotrichiellaceae;genus:Fonsecaea
Saccharomyces_cerevisiae_yjm1439,Saccharomyces,cerevisiae,yjm1439,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Cryptococcus_neoformans_var_grubii,Cryptococcus,neoformans,var_grubii,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Fusarium_nygamai,Fusarium,nygamai,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Penicillium_griseofulvum,Penicillium,griseofulvum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Penicillium
Colletotrichum_salicis,Colletotrichum,salicis,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Glomerellaceae;genus:Colletotrichum
Saccharomyces_cerevisiae_yjm1463,Saccharomyces,cerevisiae,yjm1463,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Saccharomyces_cerevisiae_yjm1383,Saccharomyces,cerevisiae,yjm1383,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Candida_albicans_p57072,Candida,albicans,p57072,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Penicillium_solitum,Penicillium,solitum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Penicillium
Tilletiaria_anomala_ubc_951,Tilletiaria,anomala,ubc_951,phylum:Basidiomycota;subphylum:Ustilaginomycotina;class:Exobasidiomycetes;;family:Tilletiariaceae;genus:Tilletiaria
Pseudogymnoascus_sp_vkm_f_4513_fw_928_,Pseudogymnoascus,sp,vkm_f_4513_fw_928_,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Pseudeurotiaceae;genus:Pseudogymnoascus
Aspergillus_parasiticus_su_1,Aspergillus,parasiticus,su_1,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Trichophyton_rubrum_d6,Trichophyton,rubrum,d6,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Arthrodermataceae;genus:Trichophyton
Penicillium_nordicum,Penicillium,nordicum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Penicillium
Rhizoclosmatium_globosum,Rhizoclosmatium,globosum,,phylum:Chytridiomycota;;class:Chytridiomycetes;;family:Chytriomycetaceae;genus:Rhizoclosmatium
Aspergillus_oryzae,Aspergillus,oryzae,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Rhizophagus_irregularis_daom_197198w,Rhizophagus,irregularis,daom_197198w,phylum:Mucoromycota;subphylum:Glomeromycotina;class:Glomeromycetes;;family:Glomeraceae;genus:Rhizophagus
Babjeviella_inositovora_nrrl_y_12698,Babjeviella,inositovora,nrrl_y_12698,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Babjeviella
Paxillus_involutus_atcc_200175,Paxillus,involutus,atcc_200175,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Paxillaceae;genus:Paxillus
Eutypa_lata_ucrel1,Eutypa,lata,ucrel1,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Xylariomycetidae;family:Diatrypaceae;genus:Eutypa
Cryptococcus_neoformans_var_grubii_ad1_7a,Cryptococcus,neoformans,var_grubii_ad1_7a,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Daldinia_sp_ec12,Daldinia,sp,ec12,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Xylariomycetidae;family:Hypoxylaceae;genus:Daldinia
Magnaporthe_oryzae,Magnaporthe,oryzae,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Sordariomycetidae;family:Pyriculariaceae;genus:Pyricularia
Penicillium_expansum,Penicillium,expansum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Penicillium
Leptosphaeria_maculans,Leptosphaeria,maculans,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Leptosphaeriaceae;genus:Leptosphaeria
Verticillium_alfalfae_vams_102,Verticillium,alfalfae,vams_102,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Plectosphaerellaceae;genus:Verticillium
Zygosaccharomyces_bailii_clib_213,Zygosaccharomyces,bailii,clib_213,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Zygosaccharomyces
Armillaria_ostoyae,Armillaria,ostoyae,,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Physalacriaceae;genus:Armillaria
Colletotrichum_gloeosporioides_cg_14,Colletotrichum,gloeosporioides,cg_14,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Glomerellaceae;genus:Colletotrichum
Tilletia_controversa,Tilletia,controversa,,phylum:Basidiomycota;subphylum:Ustilaginomycotina;class:Exobasidiomycetes;;family:Tilletiaceae;genus:Tilletia
Drechslerella_stenobrocha_248,Drechslerella,stenobrocha,248,phylum:Ascomycota;subphylum:Pezizomycotina;class:Orbiliomycetes;;family:Orbiliaceae;genus:Drechslerella
Neurospora_tetrasperma_fgsc_2509,Neurospora,tetrasperma,fgsc_2509,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Sordariomycetidae;family:Sordariaceae;genus:Neurospora
Exophiala_oligosperma,Exophiala,oligosperma,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Herpotrichiellaceae;genus:Exophiala
Colletotrichum_higginsianum_imi_349063,Colletotrichum,higginsianum,imi_349063,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Glomerellaceae;genus:Colletotrichum
Phlebiopsis_gigantea_11061_1_cr5_6,Phlebiopsis,gigantea,11061_1_cr5_6,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Phanerochaetaceae;genus:Phlebiopsis
Exophiala_spinifera,Exophiala,spinifera,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Herpotrichiellaceae;genus:Exophiala
Ophiocordyceps_unilateralis,Ophiocordyceps,unilateralis,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Ophiocordycipitaceae;genus:Ophiocordyceps
Candida_dubliniensis_cd36,Candida,dubliniensis,cd36,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Coccidioides_immitis_rmscc_3703,Coccidioides,immitis,rmscc_3703,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;;genus:Coccidioides
Serendipita_vermifera_maff_305830,Serendipita,vermifera,maff_305830,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Serendipitaceae;genus:Serendipita
Pseudogymnoascus_sp_vkm_f_4520_fw_2644_,Pseudogymnoascus,sp,vkm_f_4520_fw_2644_,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Pseudeurotiaceae;genus:Pseudogymnoascus
Cryptococcus_neoformans,Cryptococcus,neoformans,,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Saccharomyces_cerevisiae_yjm1434,Saccharomyces,cerevisiae,yjm1434,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Lipomyces_starkeyi_nrrl_y_11557,Lipomyces,starkeyi,nrrl_y_11557,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Lipomycetaceae;genus:Lipomyces
Aspergillus_thermomutatus,Aspergillus,thermomutatus,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Neofusicoccum_parvum_ucrnp2,Neofusicoccum,parvum,ucrnp2,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;;family:Botryosphaeriaceae;genus:Neofusicoccum
Schizosaccharomyces_pombe,Schizosaccharomyces,pombe,,phylum:Ascomycota;subphylum:Taphrinomycotina;class:Schizosaccharomycetes;;family:Schizosaccharomycetaceae;genus:Schizosaccharomyces
Cryptococcus_neoformans_var_grubii_gb118,Cryptococcus,neoformans,var_grubii_gb118,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Blastomyces_dermatitidis_er_3,Blastomyces,dermatitidis,er_3,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Ajellomycetaceae;genus:Blastomyces
Vanderwaltozyma_polyspora_dsm_70294,Vanderwaltozyma,polyspora,dsm_70294,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Vanderwaltozyma
Trichophyton_rubrum_cbs_100081,Trichophyton,rubrum,cbs_100081,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Arthrodermataceae;genus:Trichophyton
Metarhizium_acridum_cqma_102,Metarhizium,acridum,cqma_102,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Clavicipitaceae;genus:Metarhizium
Hypoxylon_sp_ci_4a,Hypoxylon,sp,ci_4a,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Xylariomycetidae;family:Hypoxylaceae;genus:Hypoxylon
Postia_placenta_mad_698_r,Postia,placenta,mad_698_r,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Dacryobolaceae;genus:Postia
Stachybotrys_chartarum_ibt_7711,Stachybotrys,chartarum,ibt_7711,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Stachybotryaceae;genus:Stachybotrys
Beauveria_bassiana_arsef_2860,Beauveria,bassiana,arsef_2860,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Cordycipitaceae;genus:Beauveria
Ophiocordyceps_sinensis_co18,Ophiocordyceps,sinensis,co18,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Ophiocordycipitaceae;genus:Ophiocordyceps
Fusarium_oxysporum_f_sp_radicis_cucumerinum,Fusarium,oxysporum,f_sp_radicis_cucumerinum,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Fusarium_fujikuroi,Fusarium,fujikuroi,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Metarhizium_brunneum_arsef_3297,Metarhizium,brunneum,arsef_3297,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Clavicipitaceae;genus:Metarhizium
Aspergillus_fumigatus_var_rp_2014,Aspergillus,fumigatus,var_rp_2014,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Tsuchiyaea_wingfieldii_cbs_7118,Tsuchiyaea,wingfieldii,cbs_7118,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Candida_albicans_p37005,Candida,albicans,p37005,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Metarhizium_anisopliae_arsef_549,Metarhizium,anisopliae,arsef_549,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Clavicipitaceae;genus:Metarhizium
Metarhizium_album_arsef_1941,Metarhizium,album,arsef_1941,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Clavicipitaceae;genus:Metarhizium
Metarhizium_majus_arsef_297,Metarhizium,majus,arsef_297,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Clavicipitaceae;genus:Metarhizium
Umbilicaria_pustulata,Umbilicaria,pustulata,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Lecanoromycetes;subclass:Umbilicariomycetidae;family:Umbilicariaceae;genus:Lasallia
Candida_albicans_ca6,Candida,albicans,ca6,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Penicilliopsis_zonata_cbs_506_65,Penicilliopsis,zonata,cbs_506_65,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Penicilliopsis
Grifola_frondosa,Grifola,frondosa,,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Grifolaceae;genus:Grifola
Penicillium_chrysogenum,Penicillium,chrysogenum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Penicillium
Candida_maltosa_xu316,Candida,maltosa,xu316,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Cryptococcus_neoformans_var_grubii_bt63,Cryptococcus,neoformans,var_grubii_bt63,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Amorphotheca_resinae_atcc_22711,Amorphotheca,resinae,atcc_22711,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Myxotrichaceae;genus:Amorphotheca
Colletotrichum_higginsianum,Colletotrichum,higginsianum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Glomerellaceae;genus:Colletotrichum
Pyrenophora_tritici_repentis,Pyrenophora,tritici,repentis,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Pleosporaceae;genus:Pyrenophora
Sphaerobolus_stellatus_ss14,Sphaerobolus,stellatus,ss14,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Phallomycetidae;family:Sphaerobolaceae;genus:Sphaerobolus
Saccharomyces_cerevisiae_yjm195,Saccharomyces,cerevisiae,yjm195,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Pisolithus_microcarpus_441,Pisolithus,microcarpus,441,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Pisolithaceae;genus:Pisolithus
Rutstroemia_sp_njr_2017a_bbw,Rutstroemia,sp,njr_2017a_bbw,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Rutstroemiaceae;genus:Rutstroemia
Pneumocystis_murina_b123,Pneumocystis,murina,b123,phylum:Ascomycota;subphylum:Taphrinomycotina;class:Pneumocystidomycetes;;family:Pneumocystidaceae;genus:Pneumocystis
Cutaneotrichosporon_oleaginosum,Cutaneotrichosporon,oleaginosum,,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Trichosporonaceae;genus:Cutaneotrichosporon
Trichophyton_rubrum_cbs_202_88,Trichophyton,rubrum,cbs_202_88,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Arthrodermataceae;genus:Trichophyton
